answer_id,question,business_unit,answer_date,confidence_score,source_type,grounded,has_citation,data_type
ANS-0201,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Operations,2026-02-16,0.891,user_provided,True,True,synthetic
ANS-0202,Apa syarat approval untuk pengadaan di atas Rp200 juta?,Retail Banking,2026-02-22,0.877,internal_kb,True,True,synthetic
ANS-0203,Berapa lama masa berlaku kontrak vendor laptop 2024?,Compliance,2024-09-25,0.937,internal_kb,True,True,synthetic
ANS-0204,Bagaimana prosedur jika ditemukan indikasi harga di luar benchmark pasar?,Operations,2024-09-27,0.871,internal_kb,True,True,synthetic
ANS-0205,Apa perbedaan RAB Direktorat Bidang dan RAB reguler?,IT & Digital,2024-09-22,0.57,internal_kb,True,True,synthetic
ANS-0206,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Finance & Risk,2025-05-20,0.868,internal_kb,True,True,synthetic
ANS-0207,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,IT & Digital,2024-11-14,0.93,external_web,True,True,synthetic
ANS-0208,Berapa ambang batas nilai yang memerlukan tanda tangan Direktur?,Operations,2026-03-06,0.945,internal_kb,True,True,synthetic
ANS-0209,Bagaimana prosedur jika ditemukan indikasi harga di luar benchmark pasar?,IT & Digital,2025-12-22,0.941,external_web,True,True,synthetic
ANS-0210,Apa syarat approval untuk pengadaan di atas Rp200 juta?,Corporate Affairs,2024-12-24,0.94,user_provided,True,False,synthetic
ANS-0211,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Compliance,2026-06-11,0.913,user_provided,True,False,synthetic
ANS-0212,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,IT & Digital,2025-10-17,0.613,external_web,True,True,synthetic
ANS-0213,Apa perbedaan RAB Direktorat Bidang dan RAB reguler?,Operations,2025-01-18,0.744,user_provided,True,True,synthetic
ANS-0214,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Finance & Risk,2024-10-23,0.861,internal_kb,True,True,synthetic
ANS-0215,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Operations,2025-02-02,0.941,internal_kb,True,True,synthetic
ANS-0216,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,IT & Digital,2024-10-22,0.941,internal_kb,True,True,synthetic
ANS-0217,Apa perbedaan RAB Direktorat Bidang dan RAB reguler?,Operations,2025-06-25,0.893,external_web,True,True,synthetic
ANS-0218,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Compliance,2024-09-25,0.764,internal_kb,True,True,synthetic
ANS-0219,Apa syarat approval untuk pengadaan di atas Rp200 juta?,IT & Digital,2024-11-15,0.907,internal_kb,True,True,synthetic
ANS-0220,Apakah ada ketentuan margin vendor yang dibakukan?,Retail Banking,2025-08-18,0.894,internal_kb,True,True,synthetic
ANS-0221,Berapa ambang batas nilai yang memerlukan tanda tangan Direktur?,IT & Digital,2024-10-01,0.97,internal_kb,True,True,synthetic
ANS-0222,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Retail Banking,2026-01-05,0.928,internal_kb,True,True,synthetic
ANS-0223,Apakah ada ketentuan margin vendor yang dibakukan?,Retail Banking,2025-06-14,0.552,internal_kb,True,True,synthetic
ANS-0224,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Finance & Risk,2026-04-11,0.843,user_provided,True,True,synthetic
ANS-0225,Bagaimana prosedur jika ditemukan indikasi harga di luar benchmark pasar?,Retail Banking,2026-07-12,0.971,internal_kb,True,True,synthetic
ANS-0226,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Operations,2025-08-22,0.614,internal_kb,True,True,synthetic
ANS-0227,Berapa lama masa berlaku kontrak vendor laptop 2024?,Compliance,2025-03-20,0.418,user_provided,True,True,synthetic
ANS-0228,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Retail Banking,2025-06-19,0.776,internal_kb,True,True,synthetic
ANS-0229,Apakah ada ketentuan margin vendor yang dibakukan?,Operations,2025-05-19,0.481,internal_kb,True,True,synthetic
ANS-0230,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Finance & Risk,2025-10-21,0.959,user_provided,True,True,synthetic
ANS-0231,Apa perbedaan RAB Direktorat Bidang dan RAB reguler?,IT & Digital,2025-02-24,0.983,internal_kb,True,True,synthetic
ANS-0232,Apakah ada ketentuan margin vendor yang dibakukan?,Corporate Affairs,2024-09-12,0.955,external_web,True,True,synthetic
ANS-0233,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Retail Banking,2026-05-17,0.902,internal_kb,True,True,synthetic
ANS-0234,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Finance & Risk,2024-09-18,0.871,user_provided,True,True,synthetic
ANS-0235,Berapa lama masa berlaku kontrak vendor laptop 2024?,Retail Banking,2026-01-28,0.981,internal_kb,True,False,synthetic
ANS-0236,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Retail Banking,2026-07-18,0.95,internal_kb,True,True,synthetic
ANS-0237,Bagaimana prosedur jika ditemukan indikasi harga di luar benchmark pasar?,IT & Digital,2025-04-08,0.747,internal_kb,True,True,synthetic
ANS-0238,Berapa ambang batas nilai yang memerlukan tanda tangan Direktur?,Corporate Affairs,2025-11-27,0.762,internal_kb,True,True,synthetic
ANS-0239,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Compliance,2024-11-30,0.877,internal_kb,True,False,synthetic
ANS-0240,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,IT & Digital,2026-03-29,0.929,internal_kb,True,True,synthetic
ANS-0241,Bagaimana prosedur jika ditemukan indikasi harga di luar benchmark pasar?,Corporate Affairs,2026-08-14,0.892,external_web,True,True,synthetic
ANS-0242,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Operations,2025-09-23,0.87,internal_kb,True,True,synthetic
ANS-0243,Apakah ada ketentuan margin vendor yang dibakukan?,Operations,2025-05-03,0.92,internal_kb,True,True,synthetic
ANS-0244,Apa syarat approval untuk pengadaan di atas Rp200 juta?,Compliance,2025-07-18,0.989,internal_kb,True,True,synthetic
ANS-0245,Apa syarat approval untuk pengadaan di atas Rp200 juta?,Retail Banking,2025-01-08,0.981,internal_kb,True,True,synthetic
ANS-0246,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Finance & Risk,2026-07-18,0.951,internal_kb,True,True,synthetic
ANS-0247,Apakah ada ketentuan margin vendor yang dibakukan?,Compliance,2026-07-14,0.898,internal_kb,True,True,synthetic
ANS-0248,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,IT & Digital,2025-02-19,0.982,internal_kb,True,True,synthetic
ANS-0249,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Compliance,2025-01-19,0.935,user_provided,True,True,synthetic
ANS-0250,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Corporate Affairs,2026-08-03,0.915,internal_kb,True,True,synthetic
ANS-0251,Berapa lama masa berlaku kontrak vendor laptop 2024?,Retail Banking,2025-03-06,0.8,user_provided,True,True,synthetic
ANS-0252,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Finance & Risk,2024-12-28,0.866,user_provided,True,True,synthetic
ANS-0253,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Corporate Affairs,2025-10-26,0.904,internal_kb,True,True,synthetic
ANS-0254,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Corporate Affairs,2025-02-06,0.967,internal_kb,True,True,synthetic
ANS-0255,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Finance & Risk,2026-05-21,0.756,external_web,True,True,synthetic
ANS-0256,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Corporate Affairs,2025-01-20,0.905,internal_kb,True,True,synthetic
ANS-0257,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Corporate Affairs,2026-08-04,0.947,internal_kb,True,True,synthetic
ANS-0258,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Corporate Affairs,2025-01-11,0.985,internal_kb,True,True,synthetic
ANS-0259,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Retail Banking,2025-09-24,0.756,internal_kb,True,True,synthetic
ANS-0260,Apa dasar hukum penyusunan HPS untuk pengadaan laptop?,Operations,2025-09-21,0.958,internal_kb,True,True,synthetic
ANS-0261,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,IT & Digital,2026-04-01,0.914,internal_kb,True,True,synthetic
ANS-0262,Apakah ada ketentuan margin vendor yang dibakukan?,Compliance,2024-12-17,0.628,external_web,True,True,synthetic
ANS-0263,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Finance & Risk,2024-09-16,0.918,internal_kb,True,False,synthetic
ANS-0264,Bagaimana prosedur jika ditemukan indikasi harga di luar benchmark pasar?,IT & Digital,2026-01-30,0.937,internal_kb,True,True,synthetic
ANS-0265,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Operations,2026-08-02,0.985,internal_kb,True,True,synthetic
ANS-0266,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Compliance,2024-12-28,0.891,internal_kb,True,True,synthetic
ANS-0267,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,IT & Digital,2025-04-25,0.678,user_provided,True,True,synthetic
ANS-0268,Berapa ambang batas nilai yang memerlukan tanda tangan Direktur?,Operations,2024-09-16,0.878,internal_kb,True,True,synthetic
ANS-0269,Bagaimana prosedur jika ditemukan indikasi harga di luar benchmark pasar?,Finance & Risk,2025-11-12,0.887,external_web,True,True,synthetic
ANS-0270,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Retail Banking,2026-02-23,0.98,internal_kb,True,True,synthetic
ANS-0271,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Operations,2026-07-12,0.588,internal_kb,True,True,synthetic
ANS-0272,Apa syarat approval untuk pengadaan di atas Rp200 juta?,Operations,2025-09-09,0.87,internal_kb,True,True,synthetic
ANS-0273,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Retail Banking,2025-01-23,0.968,internal_kb,True,True,synthetic
ANS-0274,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,IT & Digital,2024-10-02,0.959,internal_kb,True,True,synthetic
ANS-0275,Apa syarat approval untuk pengadaan di atas Rp200 juta?,Corporate Affairs,2026-07-05,0.766,external_web,True,True,synthetic
ANS-0276,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Operations,2025-04-20,0.905,internal_kb,True,True,synthetic
ANS-0277,Bagaimana prosedur jika ditemukan indikasi harga di luar benchmark pasar?,Compliance,2026-02-21,0.908,internal_kb,True,True,synthetic
ANS-0278,Berapa lama masa berlaku kontrak vendor laptop 2024?,IT & Digital,2024-11-18,0.921,internal_kb,True,True,synthetic
ANS-0279,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Operations,2025-05-10,0.912,external_web,True,True,synthetic
ANS-0280,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Operations,2025-07-23,0.983,internal_kb,True,True,synthetic
ANS-0281,Apa perbedaan RAB Direktorat Bidang dan RAB reguler?,Operations,2025-05-07,0.896,internal_kb,True,True,synthetic
ANS-0282,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Retail Banking,2026-04-23,0.888,internal_kb,True,True,synthetic
ANS-0283,Berapa ambang batas nilai yang memerlukan tanda tangan Direktur?,Retail Banking,2026-06-07,0.908,external_web,True,True,synthetic
ANS-0284,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Corporate Affairs,2025-05-18,0.9,internal_kb,True,True,synthetic
ANS-0285,Bagaimana prosedur jika ditemukan indikasi harga di luar benchmark pasar?,Operations,2025-09-27,0.916,internal_kb,True,True,synthetic
ANS-0286,Apakah ada ketentuan margin vendor yang dibakukan?,Retail Banking,2024-09-10,0.817,internal_kb,True,True,synthetic
ANS-0287,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Compliance,2024-10-28,0.885,internal_kb,True,True,synthetic
ANS-0288,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,Operations,2024-11-08,0.949,user_provided,True,True,synthetic
ANS-0289,Berapa lama masa berlaku kontrak vendor laptop 2024?,Compliance,2025-05-14,0.934,internal_kb,True,True,synthetic
ANS-0290,Berapa ambang batas nilai yang memerlukan tanda tangan Direktur?,Operations,2024-09-09,0.942,internal_kb,True,True,synthetic
ANS-0291,Apa syarat approval untuk pengadaan di atas Rp200 juta?,Corporate Affairs,2025-09-14,0.802,internal_kb,True,True,synthetic
ANS-0292,Apa syarat approval untuk pengadaan di atas Rp200 juta?,Operations,2026-04-02,0.875,user_provided,True,True,synthetic
ANS-0293,Berapa ambang batas nilai yang memerlukan tanda tangan Direktur?,Compliance,2026-08-08,0.908,internal_kb,True,True,synthetic
ANS-0294,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,IT & Digital,2025-06-27,0.684,internal_kb,True,True,synthetic
ANS-0295,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Finance & Risk,2026-02-03,0.943,internal_kb,True,True,synthetic
ANS-0296,Berapa ambang batas nilai yang memerlukan tanda tangan Direktur?,Corporate Affairs,2025-03-12,0.915,internal_kb,True,True,synthetic
ANS-0297,Berapa ambang batas nilai yang memerlukan tanda tangan Direktur?,Finance & Risk,2025-10-25,0.91,external_web,True,True,synthetic
ANS-0298,Apakah kontrak vendor laptop saat ini sudah termasuk PPN?,IT & Digital,2024-10-22,0.947,internal_kb,True,True,synthetic
ANS-0299,Siapa yang berwenang menyetujui perubahan spesifikasi pengadaan?,Compliance,2026-08-09,0.931,user_provided,True,True,synthetic
ANS-0300,Dokumen apa yang wajib dilampirkan pada RKS pengadaan?,Compliance,2026-01-08,0.882,internal_kb,True,True,synthetic
